Dates,Song,Artist,Position
February 12,Havana,Camila Cabello Featuring Young Thug,4
February 12,Rockstar,Post Malone Featuring 21 Savage,5
February 12,New Rules,Dua Lipa,6
February 12,Pray For Me,The Weeknd ,7
February 12,Stir Fry,Migos,8
February 12,Meant To Be,Bebe Rexha ,9
February 12,Bad At Love,Halsey,10
February 12,Thunder,Imagine Dragons,11
February 12,Let You Down,NF,12
February 12,Love.,Kendrick Lamar Featuring Zacari,13
February 12,MotorSport,Migos,14
February 12,Him & I,G-Eazy ,15
February 12,No Limit,G-Eazy Featuring A$AP Rocky ,16
February 12,Say Something,Justin Timberlake Featuring Chris Stapleton,17
February 12,I Fall Apart,Post Malone,18
February 12,Bodak Yellow (Money Moves),Cardi B,19
February 12,Bartier Cardi,Cardi B Featuring 21 Savage,20
February 12,How Long,Charlie Puth,21
February 12,The Middle,Zedd,22
February 12,Shape Of You,Ed Sheeran,23
February 12,Gummo,6ix9ine,24
February 12,Wolves,Selena Gomez X Marshmello,25
February 12,Feel It Still,Portugal. The Man,26
February 12,Never Be The Same,Camila Cabello,27
February 12,Too Good At Goodbyes,Sam Smith,28
February 12,Mine,Bazzi,29
February 12,Lights Down Low,MAX Featuring gnash,30
February 12,All The Stars,Kendrick Lamar ,31
February 12,Sky Walker,Miguel Featuring Travis Scott,32
February 12,Plain Jane,A$AP Ferg Featuring Nicki Minaj,33
February 12,Filthy,Justin Timberlake,34
February 12,Young Dumb & Broke,Khalid,35
February 12,Gucci Gang,Lil Pump,36
February 12,Marry Me,Thomas Rhett,37
February 12,Sorry Not Sorry,Demi Lovato,38
February 12,Outside Today,YoungBoy Never Broke Again,39
February 12,1-800-273-8255,Logic Featuring Alessia Cara ,40
February 12,I Get The Bag,Gucci Mane Featuring Migos,41
February 12,River,Eminem Featuring Ed Sheeran,42
February 12,Ric Flair Drip,Offset ,43
February 12,Lemon,N*E*R*D ,44
February 12,End Game,Taylor Swift Featuring Ed Sheeran ,45
February 12,Let Me Go,Hailee Steinfeld ,46
February 12,Roll In Peace,Kodak Black Featuring XXXTENTACION,47
February 12,Walk It Talk It,Migos Featuring Drake,48
February 12,El Farsante,Ozuna ,49
February 12,Narcos,Migos,50
February 12,Written In The Sand,Old Dominion,51
February 12,You Make It Easy,Jason Aldean,52
February 12,Good Old Days,Macklemore Featuring Kesha,53
February 12,Five More Minutes,Scotty McCreery,54
February 12,Wait,Maroon 5,55
February 12,The Champion,Carrie Underwood Featuring Ludacris,56
February 12,Pick It Up,Famous Dex Featuring A$AP Rocky,57
February 12,Yours,Russell Dickerson,58
February 12,Broken Halos,Chris Stapleton,59
February 12,New Freezer,Rich The Kid Featuring Kendrick Lamar,60
February 12,Heaven,Kane Brown,61
February 12,You Broke Up With Me,Walker Hayes,62
February 12,This Is Me,Keala Settle ,63
February 12,Betrayed,Lil Xan,64
February 12,One Foot,WALK THE MOON,65
February 12,Like I Loved You,Brett Young,66
February 12,KEKE,6ix9ine,67
February 12,Echame La Culpa,Luis Fonsi ,68
February 12,King's Dead,Jay Rock,69
February 12,Nowadays,Lil Skies Featuring Landon Cube,70
February 12,Losing Sleep,Chris Young,71
February 12,Notice Me,Migos Featuring Post Malone,72
February 12,Man Of The Woods,Justin Timberlake,73
February 12,All On Me,Devin Dawson,74
February 12,Legends,Kelsea Ballerini,75
February 12,No Smoke,YoungBoy Never Broke Again,76
February 12,Red Roses,Lil Skies Featuring Landon Cube,77
February 12,Beautiful Trauma,P!nk,78
February 12,Tell Me You Love Me,Demi Lovato,79
February 12,Candy Paint,Post Malone,80
February 12,Dura,Daddy Yankee,81
February 12,La Modelo,Ozuna,82
February 12,Diplomatic Immunity,Drake,83
February 12,Most People Are Good,Luke Bryan,84
February 12,Rewrite The Stars,Zac Efron ,85
February 12,Codeine Dreaming,Kodak Black Featuring Lil Wayne,86
February 12,Whatever It Takes,Imagine Dragons,87
February 12,IDGAF,Dua Lipa,88
February 12,BBO (Bad Bitches Only),Migos Featuring 21 Savage,89
February 12,Hardaway,Derez De'Shon,90
February 12,Mayores,Becky G Featuring Bad Bunny,91
February 12,At The Club,Jacquees X Dej Loaf,92
February 12,The Long Way,Brett Eldredge,93
February 12,Singles You Up,Jordan Davis,94
February 12,Criminal,Natti Natasha,95
February 12,Corazon,Maluma X Nego do Borel,96
February 12,Sick Boy,The Chainsmokers,97
February 12,A Girl Like You,Easton Corbin,98
February 12,Rock,Plies,99
February 12,Supplies,Justin Timberlake,100
February 19,God's Plan,Drake,1
February 19,Perfect,Ed Sheeran,2
February 19,Finesse,Bruno Mars ,3
February 19,Havana,Camila Cabello Featuring Young Thug,4
February 19,Rockstar,Post Malone Featuring 21 Savage,5
February 19,Look Alive,BlocBoy JB Featuring Drake,6
February 19,Meant To Be,Bebe Rexha ,7
February 19,New Rules,Dua Lipa,8
February 19,All The Stars,Kendrick Lamar ,9
February 19,Stir Fry,Migos,10
February 19,Pray For Me,The Weeknd ,11
February 19,Let You Down,NF,12
February 19,Love.,Kendrick Lamar Featuring Zacari,13
February 19,Him & I,G-Eazy ,14
February 19,Thunder,Imagine Dragons,15
February 19,Bad At Love,Halsey,16
February 19,The Middle,Zedd,17
February 19,MotorSport,Migos,18
February 19,I Fall Apart,Post Malone,19
February 19,No Limit,G-Eazy Featuring A$AP Rocky ,20
February 19,How Long,Charlie Puth,21
February 19,Mine,Bazzi,22
February 19,Bartier Cardi,Cardi B Featuring 21 Savage,23
February 19,Shape Of You,Ed Sheeran,24
February 19,Bodak Yellow (Money Moves),Cardi B,25
February 19,Wolves,Selena Gomez X Marshmello,26
February 19,Lights Down Low,MAX Featuring gnash,27
February 19,Gummo,6ix9ine,28
February 19,Never Be The Same,Camila Cabello,29
February 19,Feel It Still,Portugal. The Man,30
February 19,Say Something,Justin Timberlake Featuring Chris Stapleton,31
February 19,Young Dumb & Broke,Khalid,32
February 19,Sky Walker,Miguel Featuring Travis Scott,33
February 19,Plain Jane,A$AP Ferg Featuring Nicki Minaj,34
February 19,River,Eminem Featuring Ed Sheeran,35
February 19,Marry Me,Thomas Rhett,36
February 19,Outside Today,YoungBoy Never Broke Again,37
February 19,King's Dead,Jay Rock,38
February 19,Too Good At Goodbyes,Sam Smith,39
February 19,Sorry Not Sorry,Demi Lovato,40
February 19,Ric Flair Drip,Offset ,41
February 19,Gucci Gang,Lil Pump,42
February 19,Wait,Maroon 5,43
February 19,I Get The Bag,Gucci Mane Featuring Migos,44
February 19,1-800-273-8255,Logic Featuring Alessia Cara ,45
February 19,Lemon,N*E*R*D ,46
February 19,You Make It Easy,Jason Aldean,47
February 19,Let Me Go,Hailee Steinfeld ,48
February 19,X,ScHoolboy Q,49
February 19,Roll In Peace,Kodak Black Featuring XXXTENTACION,50
February 19,Five More Minutes,Scotty McCreery,51
February 19,Walk It Talk It,Migos Featuring Drake,52
February 19,New Freezer,Rich The Kid Featuring Kendrick Lamar,53
February 19,Good Old Days,Macklemore Featuring Kesha,54
February 19,Written In The Sand,Old Dominion,55
February 19,El Farsante,Ozuna ,56
February 19,Heaven,Kane Brown,57
February 19,Narcos,Migos,58
February 19,Broken Halos,Chris Stapleton,59
February 19,Pick It Up,Famous Dex Featuring A$AP Rocky,60
February 19,Dura,Daddy Yankee,61
February 19,Plug Walk,Rich The Kid,62
February 19,The Ways,Khalid ,63
February 19,Yours,Russell Dickerson,64
February 19,End Game,Taylor Swift Featuring Ed Sheeran ,65
February 19,You Broke Up With Me,Walker Hayes,66
February 19,Paramedic!,SOB X RBE,67
February 19,Legends,Kelsea Ballerini,68
February 19,Betrayed,Lil Xan,69
February 19,Nowadays,Lil Skies Featuring Landon Cube,70
February 19,Big Shot,Kendrick Lamar ,71
February 19,Friends,Marshmello ,72
February 19,All On Me,Devin Dawson,73
February 19,Notice Me,Migos Featuring Post Malone,74
February 19,Whatever It Takes,Imagine Dragons,75
February 19,For You (Fifty Shades Freed),Liam Payne ,76
February 19,KEKE,6ix9ine,77
February 19,No Smoke,YoungBoy Never Broke Again,78
February 19,Echame La Culpa,Luis Fonsi ,79
February 19,Tell Me You Love Me,Demi Lovato,80
February 19,Red Roses,Lil Skies Featuring Landon Cube,81
February 19,Most People Are Good,Luke Bryan,82
February 19,This Is Me,Keala Settle ,83
February 19,Candy Paint,Post Malone,84
February 19,Hardaway,Derez De'Shon,85
February 19,La Modelo,Ozuna,86
February 19,One Foot,WALK THE MOON,87
February 19,Beautiful Trauma,P!nk,88
February 19,Singles You Up,Jordan Davis,89
February 19,Filthy,Justin Timberlake,90
February 19,Black Panther,Kendrick Lamar,91
February 19,At The Club,Jacquees X Dej Loaf,92
February 19,Codeine Dreaming,Kodak Black Featuring Lil Wayne,93
February 19,The Long Way,Brett Eldredge,94
February 19,Rock,Plies,95
February 19,I Like Me Better,Lauv,96
February 19,When We,Tank,97
February 19,Criminal,Natti Natasha,98
February 19,IDGAF,Dua Lipa,99
February 19,Rewrite The Stars,Zac Efron ,100
February 26,God's Plan,Drake,1
February 26,Perfect,Ed Sheeran,2
February 26,Finesse,Bruno Mars ,3
February 26,Havana,Camila Cabello Featuring Young Thug,4
February 26,Look Alive,BlocBoy JB Featuring Drake,5
February 26,Rockstar,Post Malone Featuring 21 Savage,6
February 26,All The Stars,Kendrick Lamar ,7
February 26,Meant To Be,Bebe Rexha ,8
February 26,Pray For Me,The Weeknd ,9
February 26,Stir Fry,Migos,10
February 26,New Rules,Dua Lipa,11
February 26,Let You Down,NF,12
February 26,The Middle,Zedd,13
February 26,Him & I,G-Eazy ,14
February 26,Love.,Kendrick Lamar Featuring Zacari,15
February 26,Thunder,Imagine Dragons,16
February 26,Bad At Love,Halsey,17
February 26,Mine,Bazzi,18
February 26,I Fall Apart,Post Malone,19
February 26,Lights Down Low,MAX Featuring gnash,20
February 26,How Long,Charlie Puth,21
February 26,MotorSport,Migos,22
February 26,King's Dead,Jay Rock,23
February 26,Shape Of You,Ed Sheeran,24
February 26,Gummo,6ix9ine,25
February 26,Bartier Cardi,Cardi B Featuring 21 Savage,26
February 26,No Limit,G-Eazy Featuring A$AP Rocky ,27
February 26,Never Be The Same,Camila Cabello,28
February 26,Wolves,Selena Gomez X Marshmello,29
February 26,Say Something,Justin Timberlake Featuring Chris Stapleton,30
February 26,Young Dumb & Broke,Khalid,31
February 26,Feel It Still,Portugal. The Man,32
February 26,Bodak Yellow (Money Moves),Cardi B,33
February 26,River,Eminem Featuring Ed Sheeran,34
February 26,Outside Today,YoungBoy Never Broke Again,35
February 26,Marry Me,Thomas Rhett,36
February 26,Sky Walker,Miguel Featuring Travis Scott,37
February 26,Plain Jane,A$AP Ferg Featuring Nicki Minaj,38
February 26,Wait,Maroon 5,39
February 26,Ric Flair Drip,Offset ,40
February 26,Sorry Not Sorry,Demi Lovato,41
February 26,You Make It Easy,Jason Aldean,42
February 26,Love Lies,Khalid ,43
February 26,Five More Minutes,Scotty McCreery,44
February 26,Too Good At Goodbyes,Sam Smith,45
February 26,New Freezer,Rich The Kid Featuring Kendrick Lamar,46
February 26,Gucci Gang,Lil Pump,47
February 26,Lemon,N*E*R*D ,48
February 26,I Get The Bag,Gucci Mane Featuring Migos,49
February 26,Let Me Go,Hailee Steinfeld ,50
February 26,Good Old Days,Macklemore Featuring Kesha,51
February 26,Walk It Talk It,Migos Featuring Drake,52
February 26,Broken Halos,Chris Stapleton,53
February 26,Heaven,Kane Brown,54
February 26,X,ScHoolboy Q,55
February 26,El Farsante,Ozuna ,56
February 26,Dura,Daddy Yankee,57
February 26,Friends,Marshmello ,58
February 26,Written In The Sand,Old Dominion,59
February 26,Whatever It Takes,Imagine Dragons,60
February 26,Pick It Up,Famous Dex Featuring A$AP Rocky,61
February 26,Narcos,Migos,62
February 26,Most People Are Good,Luke Bryan,63
February 26,You Broke Up With Me,Walker Hayes,64
February 26,Paramedic!,SOB X RBE,65
February 26,Betrayed,Lil Xan,66
February 26,Yours,Russell Dickerson,67
February 26,The Ways,Khalid ,68
February 26,Plug Walk,Rich The Kid,69
February 26,All On Me,Devin Dawson,70
February 26,Tell Me You Love Me,Demi Lovato,71
February 26,La Modelo,Ozuna,72
February 26,Nowadays,Lil Skies Featuring Landon Cube,73
February 26,No Smoke,YoungBoy Never Broke Again,74
February 26,Hardaway,Derez De'Shon,75
February 26,Echame La Culpa,Luis Fonsi ,76
February 26,Singles You Up,Jordan Davis,77
February 26,Red Roses,Lil Skies Featuring Landon Cube,78
February 26,When We,Tank,79
February 26,The Long Way,Brett Eldredge,80
February 26,Beautiful Trauma,P!nk,81
February 26,KEKE,6ix9ine,82
February 26,Big Shot,Kendrick Lamar ,83
February 26,Candy Paint,Post Malone,84
February 26,This Is Me,Keala Settle ,85
February 26,At The Club,Jacquees X Dej Loaf,86
February 26,Legends,Kelsea Ballerini,87
February 26,Notice Me,Migos Featuring Post Malone,88
February 26,Codeine Dreaming,Kodak Black Featuring Lil Wayne,89
February 26,I Like Me Better,Lauv,90
February 26,End Game,Taylor Swift Featuring Ed Sheeran ,91
February 26,For You (Fifty Shades Freed),Liam Payne ,92
February 26,Get You,Daniel Caesar Featuring Kali Uchis,93
February 26,Corazon,Maluma X Nego do Borel,94
February 26,Rock,Plies,95
February 26,IDGAF,Dua Lipa,96
February 26,Rubbin Off The Paint,YBN Nahmir,97
February 26,One Foot,WALK THE MOON,98
February 26,Female,Keith Urban,99
February 26,Mayores,Becky G Featuring Bad Bunny,100
March 05,God's Plan,Drake,1
March 05,Psycho,Post Malone Featuring Ty Dolla $ign,2
March 05,Perfect,Ed Sheeran,3
March 05,Finesse,Bruno Mars ,4
March 05,Havana,Camila Cabello Featuring Young Thug,5
March 05,Look Alive,BlocBoy JB Featuring Drake,6
March 05,Meant To Be,Bebe Rexha ,7
March 05,Rockstar,Post Malone Featuring 21 Savage,8
March 05,Pray For Me,The Weeknd ,9
March 05,All The Stars,Kendrick Lamar ,10
March 05,The Middle,Zedd,11
March 05,Stir Fry,Migos,12
March 05,Let You Down,NF,13
March 05,New Rules,Dua Lipa,14
March 05,Him & I,G-Eazy ,15
March 05,Gummo,6ix9ine,16
March 05,Thunder,Imagine Dragons,17
March 05,I Fall Apart,Post Malone,18
March 05,Love.,Kendrick Lamar Featuring Zacari,19
March 05,Mine,Bazzi,20
March 05,Bad At Love,Halsey,21
March 05,44 More,Logic,22
March 05,Lights Down Low,MAX Featuring gnash,23
March 05,Never Be The Same,Camila Cabello,24
March 05,Wolves,Selena Gomez X Marshmello,25
March 05,Bartier Cardi,Cardi B Featuring 21 Savage,26
March 05,How Long,Charlie Puth,27
March 05,King's Dead,Jay Rock,28
March 05,Say Something,Justin Timberlake Featuring Chris Stapleton,29
March 05,MotorSport,Migos,30
March 05,No Limit,G-Eazy Featuring A$AP Rocky ,31
March 05,Feel It Still,Portugal. The Man,32
March 05,Young Dumb & Broke,Khalid,33
March 05,Marry Me,Thomas Rhett,34
March 05,Outside Today,YoungBoy Never Broke Again,35
March 05,Ric Flair Drip,Offset ,36
March 05,Sky Walker,Miguel Featuring Travis Scott,37
March 05,You Make It Easy,Jason Aldean,38
March 05,Wait,Maroon 5,39
March 05,Bodak Yellow (Money Moves),Cardi B,40
March 05,Plain Jane,A$AP Ferg Featuring Nicki Minaj,41
March 05,New Freezer,Rich The Kid Featuring Kendrick Lamar,42
March 05,Whatever It Takes,Imagine Dragons,43
March 05,Heaven,Kane Brown,44
March 05,Sorry Not Sorry,Demi Lovato,45
March 05,River,Eminem Featuring Ed Sheeran,46
March 05,Five More Minutes,Scotty McCreery,47
March 05,Good Old Days,Macklemore Featuring Kesha,48
March 05,Broken Halos,Chris Stapleton,49
March 05,Dura,Daddy Yankee,50
March 05,Lemon,N*E*R*D ,51
March 05,El Farsante,Ozuna ,52
March 05,Walk It Talk It,Migos Featuring Drake,53
March 05,Pick It Up,Famous Dex Featuring A$AP Rocky,54
March 05,Plug Walk,Rich The Kid,55
March 05,Friends,Marshmello ,56
March 05,Most People Are Good,Luke Bryan,57
March 05,Love Lies,Khalid ,58
March 05,Written In The Sand,Old Dominion,59
March 05,Billy,6ix9ine,60
March 05,Want You Back,5 Seconds Of Summer,61
March 05,Nowadays,Lil Skies Featuring Landon Cube,62
March 05,KEKE,6ix9ine,63
March 05,X,ScHoolboy Q,64
March 05,Narcos,Migos,65
March 05,Betrayed,Lil Xan,66
March 05,Hardaway,Derez De'Shon,67
March 05,Singles You Up,Jordan Davis,68
March 05,All On Me,Devin Dawson,69
March 05,No Smoke,YoungBoy Never Broke Again,70
March 05,Candy Paint,Post Malone,71
March 05,Yours,Russell Dickerson,72
March 05,RONDO,6ix9ine Featuring Tory Lanez ,73
March 05,You Broke Up With Me,Walker Hayes,74
March 05,The Long Way,Brett Eldredge,75
March 05,Paramedic!,SOB X RBE,76
March 05,Red Roses,Lil Skies Featuring Landon Cube,77
March 05,IDGAF,Dua Lipa,78
March 05,Echame La Culpa,Luis Fonsi ,79
March 05,La Modelo,Ozuna,80
March 05,Booty,Blac Youngsta,81
March 05,Dark Knight Dummo,Trippie Redd Featuring Travis Scott,82
March 05,Beautiful Trauma,P!nk,83
March 05,Tell Me You Love Me,Demi Lovato,84
March 05,Rubbin Off The Paint,YBN Nahmir,85
March 05,At The Club,Jacquees X Dej Loaf,86
March 05,This Is Me,Keala Settle ,87
March 05,I Like Me Better,Lauv,88
March 05,Kooda,6ix9ine,89
March 05,The Ways,Khalid ,90
March 05,When We,Tank,91
March 05,Notice Me,Migos Featuring Post Malone,92
March 05,Corazon,Maluma X Nego do Borel,93
March 05,Get You,Daniel Caesar Featuring Kali Uchis,94
March 05,Codeine Dreaming,Kodak Black Featuring Lil Wayne,95
March 05,She's With Me,High Valley,96
March 05,Mayores,Becky G Featuring Bad Bunny,97
March 05,Break Up In The End,Cole Swindell,98
March 05,Make Me Feel,Janelle Monae,99
March 05,Rock,Plies,100
March 12,God's Plan,Drake,1
March 12,Perfect,Ed Sheeran,2
March 12,Finesse,Bruno Mars ,3
March 12,Psycho,Post Malone Featuring Ty Dolla $ign,4
March 12,Meant To Be,Bebe Rexha ,5
March 12,Havana,Camila Cabello Featuring Young Thug,6
March 12,Look Alive,BlocBoy JB Featuring Drake,7
March 12,The Middle,Zedd,8
March 12,Pray For Me,The Weeknd ,9
March 12,Stir Fry,Migos,10
March 12,All The Stars,Kendrick Lamar ,11
March 12,Rockstar,Post Malone Featuring 21 Savage,12
March 12,Let You Down,NF,13
March 12,New Rules,Dua Lipa,14
March 12,Him & I,G-Eazy ,15
March 12,Ric Flair Drip,Offset ,16
March 12,Sad!,XXXTENTACION,17
March 12,Mine,Bazzi,18
March 12,Never Be The Same,Camila Cabello,19
March 12,Thunder,Imagine Dragons,20
March 12,I Fall Apart,Post Malone,21
March 12,Top Off,DJ Khaled Featuring JAY Z,22
March 12,King's Dead,Jay Rock,23
March 12,Lights Down Low,MAX Featuring gnash,24
March 12,Wolves,Selena Gomez X Marshmello,25
March 12,Love.,Kendrick Lamar Featuring Zacari,26
March 12,Bad At Love,Halsey,27
March 12,Gummo,6ix9ine,28
March 12,Bartier Cardi,Cardi B Featuring 21 Savage,29
March 12,Feel It Still,Portugal. The Man,30
March 12,Outside Today,YoungBoy Never Broke Again,31
March 12,Say Something,Justin Timberlake Featuring Chris Stapleton,32
March 12,Marry Me,Thomas Rhett,33
March 12,Whatever It Takes,Imagine Dragons,34
March 12,MotorSport,Migos,35
March 12,No Limit,G-Eazy Featuring A$AP Rocky ,36
March 12,How Long,Charlie Puth,37
March 12,You Make It Easy,Jason Aldean,38
March 12,Wait,Maroon 5,39
March 12,Young Dumb & Broke,Khalid,40
March 12,Sky Walker,Miguel Featuring Travis Scott,41
March 12,Heaven,Kane Brown,42
March 12,Everyday,Logic ,43
March 12,New Freezer,Rich The Kid Featuring Kendrick Lamar,44
March 12,Plain Jane,A$AP Ferg Featuring Nicki Minaj,45
March 12,No Excuses,Meghan Trainor,46
March 12,Changes,XXXTENTACION,47
March 12,Plug Walk,Rich The Kid,48
March 12,Sorry Not Sorry,Demi Lovato,49
March 12,Good Old Days,Macklemore Featuring Kesha,50
March 12,Broken Halos,Chris Stapleton,51
March 12,Friends,Marshmello ,52
March 12,Billy,6ix9ine,53
